Treatment,Timepoint,Replicate,BIM_mix,Escape_phage,Tracked_BIM,SM_count,CRISPR_count,BIM_count,white_count,dilution,SM_CFU,CRISPR_CFU,BIM_CFU,white_CFU,total_CFU,mSM,mCRISPR,mBIM,rCRISPR,rBIM
6,2,1,01-Jun,1,1,15,9,0,9,1.00E+06,1.50E+08,9.00E+07,1,90000000,2.40E+08,0.096910013,-0.159700843,0,-0.256610856,0.159700843
6,2,2,01-Jun,4,4,27,13,0,13,1.00E+06,2.70E+08,1.30E+08,1,130000000,4.00E+08,0.528273777,0.210853365,0,-0.317420412,-0.210853365
6,2,3,07-Dec,7,7,18,13,1,12,1.00E+06,1.80E+08,1.30E+08,1.00E+07,120000000,3.10E+08,0.141329153,-0.363177902,-0.477121255,-0.504507055,-0.113943352
6,2,4,07-Dec,10,10,18,14,1,13,1.00E+06,1.80E+08,1.40E+08,1.00E+07,130000000,3.20E+08,-0.207125493,-0.734685557,-0.301029996,-0.527560064,0.433655561
6,2,5,13-18,14,14,68,57,6,51,1.00E+06,6.80E+08,5.70E+08,6.00E+07,510000000,1.25E+09,0.531478917,0.293476858,0.176091259,-0.238002059,-0.117385599
6,2,6,13-18,17,17,37,24,1,23,1.00E+06,3.70E+08,2.40E+08,1.00E+07,230000000,6.10E+08,0.121043693,-0.210853365,-0.477121255,-0.331897058,-0.266267889
6,2,7,19-24,19,19,25,31,4,27,1.00E+06,2.50E+08,3.10E+08,4.00E+07,270000000,5.60E+08,0.017728767,0.287241711,0.124938737,0.269512944,-0.162302975
6,2,8,19-24,22,22,46,124,4,120,1.00E+06,4.60E+08,1.24E+09,4.00E+07,1200000000,1.70E+09,0.2155998,0.889301703,0.124938737,0.673701902,-0.764362966
6,3,1,01-Jun,1,1,73,31,0,31,1.00E+06,7.30E+08,3.10E+08,1,310000000,1.04E+09,0.687231601,0.537119184,0,-0.150112417,-0.537119184
6,3,2,01-Jun,4,4,37,15,0,15,1.00E+06,3.70E+08,1.50E+08,1,150000000,5.20E+08,0.13683796,0.062147907,0,-0.074690053,-0.062147907
6,3,3,07-Dec,7,7,13,16,1,15,1.00E+06,1.30E+08,1.60E+08,1.00E+07,150000000,2.90E+08,-0.141329153,0.09017663,0,0.231505783,-0.09017663
6,3,4,07-Dec,10,10,111,75,6,69,1.00E+06,1.11E+09,7.50E+08,6.00E+07,690000000,1.86E+09,0.790050474,0.728933228,0.77815125,-0.061117246,0.049218023
6,3,5,13-18,14,14,21,18,1,17,1.00E+06,2.10E+08,1.80E+08,1.00E+07,170000000,3.90E+08,-0.510289618,-0.500602351,-0.77815125,0.009687267,-0.2775489
6,3,6,13-18,17,17,17,13,0,13,1.00E+06,1.70E+08,1.30E+08,1,130000000,3.00E+08,-0.337752803,-0.266267889,-7,0.071484913,-6.733732111
6,3,7,19-24,19,19,16,18,10,8,1.00E+06,1.60E+08,1.80E+08,1.00E+08,80000000,3.40E+08,-0.193820026,-0.236089189,0.397940009,-0.042269163,0.634029197
6,3,8,19-24,22,22,14,27,1,26,1.00E+06,1.40E+08,2.70E+08,1.00E+07,260000000,4.10E+08,-0.516629796,-0.662057921,-0.602059991,-0.145428125,0.05999793
